ID,Entity,Town,State,Year,Amount ($),Type
2606,WMMT,Whitesburg,Kentucky,2023,112229,Radio Community Service Grant
2607,Louisiana Public Broadcasting Network,Baton Rouge,Louisiana,2023,37642,Other System Support
2608,Louisiana Public Broadcasting Network,Baton Rouge,Louisiana,2023,2269108,Television Community Service Grant
2609,WBRH,Baton Rouge,Louisiana,2023,80434,Radio Community Service Grant
2610,WRKF,Baton Rouge,Louisiana,2023,137991,Radio Community Service Grant
2611,KSLU,Hammond,Louisiana,2023,112249,Radio Community Service Grant
2612,KRVS,Lafayette,Louisiana,2023,152441,Radio Community Service Grant
2613,WLAE,Metairie,Louisiana,2023,7155,Other System Support
2614,WLAE,Metairie,Louisiana,2023,417996,Television Community Service Grant
2615,KEDM,Monroe,Louisiana,2023,136437,Radio Community Service Grant
2616,WWNO,New Orleans,Louisiana,2023,181721,Radio Community Service Grant
2617,WWOZ,New Orleans,Louisiana,2023,248339,Radio Community Service Grant
2618,WYES,New Orleans,Louisiana,2023,11199,Other System Support
2619,WYES,New Orleans,Louisiana,2023,650187,Television Community Service Grant
2620,KDAQ,Shreveport,Louisiana,2023,160978,Radio Community Service Grant
2621,WERU,East Orland,Maine,2023,135354,Radio Community Service Grant
2622,Maine Network,Lewiston,Maine,2023,21377,Other System Support
2623,Maine Network,Lewiston,Maine,2023,1344084,Television Community Service Grant
2624,WMEH,Lewiston,Maine,2023,517912,Radio Community Service Grant
2625,WMEA,Portland,Maine,2023,393849,Radio Community Service Grant
2626,WBJC,Baltimore,Maryland,2023,132296,Radio Community Service Grant
2627,WEAA,Baltimore,Maryland,2023,211034,Radio Community Service Grant
2628,WYPR,Baltimore,Maryland,2023,500933,Radio Community Service Grant
2629,Mexican Table LLC,Chevy Chase,Maryland,2023,450000,Television Programming
2630,Maryland Network,Owings Mills,Maryland,2023,55714,Other System Support
2631,Maryland Network,Owings Mills,Maryland,2023,185000,Ready to Learn
2632,Maryland Network,Owings Mills,Maryland,2023,3238521,Television Community Service Grant
2633,Maryland Network,Owings Mills,Maryland,2023,271561,Television Programming
2634,WESM,Princess Anne,Maryland,2023,187677,Radio Community Service Grant
2635,Public Media Business Association,Rockville,Maryland,2023,42400,Other System Support
2636,WSCL,Salisbury,Maryland,2023,97931,Radio Community Service Grant
2637,"PRX, Inc.",Boston,Massachusetts,2023,200990,Ready to Learn
2638,WBUR,Boston,Massachusetts,2023,1677481,Radio Community Service Grant
2639,WERS,Boston,Massachusetts,2023,112425,Radio Community Service Grant
2640,WFCR,Boston,Massachusetts,2023,206524,Radio Community Service Grant
2641,WGBH,Boston,Massachusetts,2023,1654864,Other System Support
2642,WGBH,Boston,Massachusetts,2023,1035200,Radio Community Service Grant
2643,WGBH,Boston,Massachusetts,2023,6917157,Television Community Service Grant
2644,WGBH,Boston,Massachusetts,2023,4688853,Television Programming
2645,WUMB,Boston,Massachusetts,2023,120567,Radio Community Service Grant
2646,WOMR,Provincetown,Massachusetts,2023,111865,Radio Community Service Grant
2647,WMVY,West Tisbury,Massachusetts,2023,209010,Radio Community Service Grant
2648,WICN,Worcester,Massachusetts,2023,84979,Radio Community Service Grant
2649,WUOM,Ann Arbor,Michigan,2023,483744,Radio Community Service Grant
2650,WDET,Detroit,Michigan,2023,262191,Radio Community Service Grant
2651,WRCJ,Detroit,Michigan,2023,119457,Radio Community Service Grant
2652,WKAR,East Lansing,Michigan,2023,21287,Other System Support
2653,WKAR,East Lansing,Michigan,2023,223280,Radio Community Service Grant
2654,WKAR,East Lansing,Michigan,2023,1249459,Television Community Service Grant
2655,WGVU,Grand Rapids,Michigan,2023,19750,Other System Support
2656,WGVU,Grand Rapids,Michigan,2023,105803,Radio Community Service Grant
2657,WGVU,Grand Rapids,Michigan,2023,1156966,Television Community Service Grant
2658,WIAA,Interlochen,Michigan,2023,230510,Radio Community Service Grant
2659,WMUK,Kalamazoo,Michigan,2023,156150,Radio Community Service Grant
2660,WNMU,Marquette,Michigan,2023,13005,Other System Support
2661,WNMU,Marquette,Michigan,2023,158554,Radio Community Service Grant
2662,WNMU,Marquette,Michigan,2023,873543,Television Community Service Grant
2663,WCMU,Mount Pleasant,Michigan,2023,17974,Other System Support
2664,WCMU,Mount Pleasant,Michigan,2023,294644,Radio Community Service Grant
2665,WCMU,Mount Pleasant,Michigan,2023,1170444,Television Community Service Grant
2666,WUVS,Muskegon,Michigan,2023,142396,Radio Community Service Grant
2667,WBLV,Twin Lake,Michigan,2023,116541,Radio Community Service Grant
2668,WDCQ,University Center,Michigan,2023,14718,Other System Support
2669,WDCQ,University Center,Michigan,2023,892306,Television Community Service Grant
2670,WTVS,Wixom,Michigan,2023,37166,Other System Support
2671,WTVS,Wixom,Michigan,2023,50000,Ready to Learn
2672,WTVS,Wixom,Michigan,2023,2082929,Television Community Service Grant
2673,WEMU,Ypsilanti,Michigan,2023,125907,Radio Community Service Grant
2674,KSMQ,Austin,Minnesota,2023,13010,Other System Support
2675,KSMQ,Austin,Minnesota,2023,798333,Television Community Service Grant
2676,KAWE,Bemidji,Minnesota,2023,13256,Other System Support
2677,KAWE,Bemidji,Minnesota,2023,903813,Television Community Service Grant
2678,KKWE,Callaway,Minnesota,2023,183117,Radio Community Service Grant
2679,KOJB,Cass Lake,Minnesota,2023,151990,Radio Community Service Grant
2680,WDSE,Duluth,Minnesota,2023,16265,Other System Support
2682,WDSE,Duluth,Minnesota,2023,1048778,Television Community Service Grant
2683,WTIP,Grand Marais,Minnesota,2023,153723,Radio Community Service Grant
2684,KAXE,Grand Rapids,Minnesota,2023,170862,Radio Community Service Grant
2685,KWCM,Granite Falls,Minnesota,2023,13537,Other System Support
2686,KWCM,Granite Falls,Minnesota,2023,872407,Television Community Service Grant
2687,Greater Public,Minneapolis,Minnesota,2023,58200,Other System Support
2688,KBEM,Minneapolis,Minnesota,2023,100588,Radio Community Service Grant
2689,KFAI,Minneapolis,Minnesota,2023,105872,Radio Community Service Grant
2690,KMOJ,Minneapolis,Minnesota,2023,191176,Radio Community Service Grant
2691,KBFT,Nett Lake,Minnesota,2023,208121,Radio Community Service Grant
2692,KTCA,Saint Paul,Minnesota,2023,69673,Other System Support
2693,KTCA,Saint Paul,Minnesota,2023,3899344,Television Community Service Grant
2694,KBPR,St. Paul,Minnesota,2023,175915,Radio Community Service Grant
2695,KCCM,St. Paul,Minnesota,2023,205628,Radio Community Service Grant
2696,KLSE,St. Paul,Minnesota,2023,389486,Radio Community Service Grant
2697,KSJN,St. Paul,Minnesota,2023,2633870,Radio Community Service Grant
2698,KSJR,St. Paul,Minnesota,2023,214527,Radio Community Service Grant
2699,WSCD,St. Paul,Minnesota,2023,306475,Radio Community Service Grant
2700,KSRQ,Thief River Falls,Minnesota,2023,133093,Radio Community Service Grant
2701,WURC,Holly Springs,Mississippi,2023,211539,Radio Community Service Grant
2702,Mississippi Public Broadcasting,Jackson,Mississippi,2023,23647,Other System Support
2703,Mississippi Public Broadcasting,Jackson,Mississippi,2023,1620560,Television Community Service Grant
2704,WJSU,Jackson,Mississippi,2023,142732,Radio Community Service Grant
2705,WMPN,Jackson,Mississippi,2023,198681,Radio Community Service Grant
2706,WPRL,Lorman,Mississippi,2023,201750,Radio Community Service Grant
2707,KRCU,Cape Girardeau,Missouri,2023,131750,Radio Community Service Grant
2708,KBIA,Columbia,Missouri,2023,208935,Radio Community Service Grant
2709,KOPN,Columbia,Missouri,2023,95420,Radio Community Service Grant
2710,KJLU,Jefferson City,Missouri,2023,195129,Radio Community Service Grant
2711,KCPT,Kansas City,Missouri,2023,26217,Other System Support
2712,KCPT,Kansas City,Missouri,2023,1485490,Television Community Service Grant
2713,KCUR,Kansas City,Missouri,2023,434836,Radio Community Service Grant
2714,KKFI,Kansas City,Missouri,2023,81722,Radio Community Service Grant
2715,KTBG,Kansas City,Missouri,2023,75639,Radio Community Service Grant
2716,KXCV,Maryville,Missouri,2023,159720,Radio Community Service Grant
2717,KOZK,Springfield,Missouri,2023,15847,Other System Support
2718,KOZK,Springfield,Missouri,2023,968298,Television Community Service Grant
2719,KSMU,Springfield,Missouri,2023,131643,Radio Community Service Grant
2720,KDHX,St. Louis,Missouri,2023,106880,Radio Community Service Grant
2721,KETC,St. Louis,Missouri,2023,29229,Other System Support
2722,KETC,St. Louis,Missouri,2023,50000,Ready to Learn
2723,KETC,St. Louis,Missouri,2023,1651397,Television Community Service Grant
2724,KWMU,St. Louis,Missouri,2023,582677,Radio Community Service Grant
2725,KMOS,Warrensburg,Missouri,2023,13243,Other System Support
2726,KMOS,Warrensburg,Missouri,2023,862919,Television Community Service Grant
2727,KEMC,Billings,Montana,2023,237718,Radio Community Service Grant
2728,KGLT,Bozeman,Montana,2023,131267,Radio Community Service Grant
2729,KUSM,Bozeman,Montana,2023,22308,Other System Support
2730,KUSM,Bozeman,Montana,2023,1520300,Television Community Service Grant
2731,KGVA,Harlem,Montana,2023,183349,Radio Community Service Grant
2732,KUFM,Missoula,Montana,2023,313791,Radio Community Service Grant
2733,KUCV,Lincoln,Nebraska,2023,279297,Radio Community Service Grant
2734,KUON,Lincoln,Nebraska,2023,27205,Other System Support
2735,KUON,Lincoln,Nebraska,2023,75000,Ready to Learn
2736,KUON,Lincoln,Nebraska,2023,1573687,Television Community Service Grant
2737,KZUM,Lincoln,Nebraska,2023,96375,Radio Community Service Grant
2738,Nebraska Network,Lincoln,Nebraska,2023,24636,Other System Support
2739,Nebraska Network,Lincoln,Nebraska,2023,1738134,Television Community Service Grant
2740,Vision Maker Media,Lincoln,Nebraska,2023,664791,Other System Support
2741,Vision Maker Media,Lincoln,Nebraska,2023,1193800,Television Programming
2742,KIOS,Omaha,Nebraska,2023,135082,Radio Community Service Grant
2743,KVNO,Omaha,Nebraska,2023,124684,Radio Community Service Grant
2744,KLVX,Las Vegas,Nevada,2023,30209,Other System Support
2745,KLVX,Las Vegas,Nevada,2023,50000,Ready to Learn
2746,KLVX,Las Vegas,Nevada,2023,1683085,Television Community Service Grant
2747,KNPR,Las Vegas,Nevada,2023,169674,Radio Community Service Grant
2748,KNPB,Reno,Nevada,2023,19247,Other System Support
2749,KNPB,Reno,Nevada,2023,1190908,Television Community Service Grant
2750,KUNR,Reno,Nevada,2023,245726,Radio Community Service Grant
2751,"New Hampshire Public Radio, Inc.",Concord,New Hampshire,2023,479439,Radio Community Service Grant
2752,New Hampshire Network,Durham,New Hampshire,2023,19532,Other System Support
2753,New Hampshire Network,Durham,New Hampshire,2023,1151624,Television Community Service Grant
2754,WFMU,Jersey City,New Jersey,2023,158969,Radio Community Service Grant
2755,WBJB,Lincroft,New Jersey,2023,86536,Radio Community Service Grant
2756,Montclair State University Foundation,Montclair,New Jersey,2023,5000,Other System Support
2757,WBGO,Newark,New Jersey,2023,233571,Radio Community Service Grant
2758,New Jersey Network,Trenton,New Jersey,2023,23656,Other System Support
2759,New Jersey Network,Trenton,New Jersey,2023,1320116,Television Community Service Grant
2760,WWFM,West Windsor,New Jersey,2023,109740,Radio Community Service Grant
2761,KABR,Alamo,New Mexico,2023,189827,Radio Community Service Grant
2762,KANW,Albuquerque,New Mexico,2023,229592,Radio Community Service Grant
2763,KHFM,Albuquerque,New Mexico,2023,100912,Radio Community Service Grant
2764,KNME,Albuquerque,New Mexico,2023,24505,Other System Support
2765,KNME,Albuquerque,New Mexico,2023,1453327,Television Community Service Grant
2766,KUNM,Albuquerque,New Mexico,2023,236469,Radio Community Service Grant
2767,KCIE,Dulce,New Mexico,2023,209637,Radio Community Service Grant
2768,KSJE,Farmington,New Mexico,2023,114162,Radio Community Service Grant
2769,KGLP,Gallup,New Mexico,2023,186071,Radio Community Service Grant
2770,KRWG,Las Cruces,New Mexico,2023,14315,Other System Support
2771,KRWG,Las Cruces,New Mexico,2023,232479,Radio Community Service Grant
2772,KRWG,Las Cruces,New Mexico,2023,828374,Television Community Service Grant
2773,KTDB,Pine Hill,New Mexico,2023,185692,Radio Community Service Grant
2774,KENW,Portales,New Mexico,2023,13659,Other System Support
2775,KENW,Portales,New Mexico,2023,125825,Radio Community Service Grant
2776,KENW,Portales,New Mexico,2023,908709,Television Community Service Grant
2777,KSFR,Santa Fe,New Mexico,2023,122803,Radio Community Service Grant
2778,KSHI,Zuni,New Mexico,2023,183593,Radio Community Service Grant
2779,WAMC,Albany,New York,2023,440066,Radio Community Service Grant
2780,WFUV,Bronx,New York,2023,395207,Radio Community Service Grant
2781,StoryCorps,Brooklyn,New York,2023,1800000,Radio Programming
2782,WNED,Buffalo,New York,2023,27759,Other System Support
2783,WNED,Buffalo,New York,2023,210582,Radio Community Service Grant
2784,WNED,Buffalo,New York,2023,75000,Ready to Learn
2785,WNED,Buffalo,New York,2023,1578419,Television Community Service Grant
2786,WSLU,Canton,New York,2023,280672,Radio Community Service Grant
2787,WEOS,Geneva,New York,2023,99070,Radio Community Service Grant
2788,WRFA,Jamestown,New York,2023,96881,Radio Community Service Grant
2789,WJFF,Jeffersonville,New York,2023,158065,Radio Community Service Grant
2790,Black Public Media,New York,New York,2023,680901,Other System Support
2791,Black Public Media,New York,New York,2023,1677690,Television Programming
2792,"Education Development Center, Inc.",New York,New York,2023,3817728,Ready to Learn
2793,"Rebel Productions, Inc.",New York,New York,2023,30000,Other System Support
2794,Sesame Workshop,New York,New York,2023,1500000,Television Programming
2795,"Thirteen Productions, LLC",New York,New York,2023,2029538,Television Programming
2796,WLIW,New York,New York,2023,78687,Radio Community Service Grant
2797,WNET,New York,New York,2023,2271238,Other System Support
2798,WNET,New York,New York,2023,50000,Ready to Learn
2799,WNET,New York,New York,2023,9520946,Television Community Service Grant
2800,WNET,New York,New York,2023,1100000,Television Programming
2801,WNYC,New York,New York,2023,2620470,Radio Community Service Grant
2802,WNYE,New York,New York,2023,30945,Other System Support
2803,WNYE,New York,New York,2023,1722812,Television Community Service Grant
2804,WRVO,Oswego,New York,2023,159054,Radio Community Service Grant
2805,WCFE,Plattsburgh,New York,2023,13494,Other System Support
2806,WCFE,Plattsburgh,New York,2023,847372,Television Community Service Grant
2807,WXXI,Rochester,New York,2023,25704,Other System Support
2808,WXXI,Rochester,New York,2023,196783,Radio Community Service Grant
2809,WXXI,Rochester,New York,2023,185000,Ready to Learn
2810,WXXI,Rochester,New York,2023,1472404,Television Community Service Grant
2811,WAER,Syracuse,New York,2023,146007,Radio Community Service Grant
2812,WCNY,Syracuse,New York,2023,19134,Other System Support
2813,WCNY,Syracuse,New York,2023,76553,Radio Community Service Grant
2814,WCNY,Syracuse,New York,2023,1131689,Television Community Service Grant
2815,WMHT,Troy,New York,2023,22078,Other System Support
2816,WMHT,Troy,New York,2023,127390,Radio Community Service Grant
2817,WMHT,Troy,New York,2023,1286517,Television Community Service Grant
2818,WSKG,Vestal,New York,2023,15145,Other System Support
2819,WSKG,Vestal,New York,2023,215218,Radio Community Service Grant
2820,WSKG,Vestal,New York,2023,956329,Television Community Service Grant
2821,WPBS,Watertown,New York,2023,13998,Other System Support
2822,WPBS,Watertown,New York,2023,915760,Television Community Service Grant
2823,WCQS,Asheville,North Carolina,2023,268942,Radio Community Service Grant
2824,WUNC,Chapel Hill,North Carolina,2023,702243,Radio Community Service Grant
2825,WFAE,Charlotte,North Carolina,2023,421587,Radio Community Service Grant
2826,WTVI,Charlotte,North Carolina,2023,18140,Other System Support
2827,WTVI,Charlotte,North Carolina,2023,75000,Ready to Learn
2828,WTVI,Charlotte,North Carolina,2023,1056182,Television Community Service Grant
2829,WDAV,Davidson,North Carolina,2023,171381,Radio Community Service Grant
2830,WNCU,Durham,North Carolina,2023,165849,Radio Community Service Grant
2831,WRVS,Elizabeth City,North Carolina,2023,187172,Radio Community Service Grant
